CRASH ID,LATITUDE,LONGITUDE,YEAR,SEVERITY
NCR - 00000061,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000062,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000063,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000064,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000065,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000066,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000067,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000068,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000069,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000070,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000071,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000072,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000073,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000074,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000075,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000076,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000077,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000078,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000079,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000080,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000081,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000082,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000083,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000084,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000085,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000086,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000087,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000088,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000089,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000090,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000091,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000092,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000093,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000094,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000095,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000096,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000097,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000098,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000099,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000100,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000101,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000102,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000103,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000104,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000105,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000106,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000107,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000108,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000109,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000110,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000111,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000112,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000113,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000114,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000115,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000116,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000117,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000118,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000119,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000120,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000121,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000122,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000123,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000124,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000125,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000126,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000127,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000128,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000129,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000130,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000131,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000132,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000133,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000134,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000135,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000136,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000137,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000138,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000139,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000140,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000141,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000142,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000143,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000144,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000145,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000146,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000147,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000148,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000149,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000150,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000151,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000152,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000153,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000154,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000155,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000156,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000157,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000158,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000159,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000160,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000161,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000162,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000163,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000164,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000165,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000166,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000167,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000168,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000169,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000170,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000171,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000172,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000173,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000174,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000175,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000176,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000177,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000178,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000179,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000180,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000181,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000182,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000183,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000184,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000185,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000186,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000187,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000188,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000189,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000190,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000191,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000192,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000193,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000194,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000195,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000196,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000197,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000198,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000199,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000200,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000201,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000202,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000203,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000204,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000205,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000206,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000207,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000208,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000209,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000210,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000211,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000212,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000213,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000214,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000215,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000216,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000217,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000218,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000219,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000220,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000221,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000222,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000223,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000224,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000225,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000226,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000227,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000228,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000229,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000230,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000231,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000232,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000233,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000234,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000235,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000236,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000237,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000238,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000239,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000240,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000241,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000242,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000243,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000244,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000245,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000246,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000247,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000248,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000249,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000250,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000251,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000252,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000253,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000254,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000255,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000256,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000257,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000258,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000259,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000260,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000261,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000262,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000263,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000264,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000265,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000266,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000267,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000268,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000269,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000270,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000271,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000272,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000273,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000274,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000275,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000276,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000277,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000278,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000279,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000280,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000281,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000282,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000283,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000284,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000285,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000286,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000287,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000288,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000289,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000290,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000291,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000292,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000293,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000294,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000295,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000296,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000297,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000298,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000299,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000300,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000301,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000302,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000303,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000304,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000305,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000306,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000307,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000308,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000309,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000310,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000311,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000312,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000313,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000314,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000315,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000316,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000317,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000318,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000319,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000320,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000321,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000322,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000323,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000324,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000325,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000326,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000327,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000328,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000329,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000330,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000331,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000332,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000333,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000334,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000335,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000336,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000337,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000338,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000339,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000340,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000341,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000342,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000343,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000344,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000345,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000346,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000347,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000348,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000349,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000350,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000351,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000352,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000353,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000354,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000355,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000356,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000357,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000358,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000359,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000360,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000361,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000362,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000363,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000364,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000365,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000366,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000367,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000368,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000369,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000370,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000371,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000372,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000373,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000374,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000375,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000376,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000377,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000378,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000379,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000380,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000381,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000382,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000383,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000384,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000385,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000386,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000387,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000388,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000389,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000390,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000391,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000392,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000393,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000394,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000395,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000396,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000397,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000398,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000399,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000400,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000401,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000402,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000403,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000404,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000405,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000406,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000407,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000408,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000409,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000410,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000411,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000412,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000413,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000414,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000415,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000416,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000417,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000418,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000419,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000420,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000421,14.5870° N,121.0540° E,2023,NON FATAL
NCR - 00000422,14.5870° N,121.0540° E,2023,NON FATAL
